Key,Source,Context,Changes,English,Russian
buffStressWeakIncDesc,buffs,Buff,,"The atmosphere around you affects your psyche. You experience mild stress.\n[DECEA3]10%[-] damage to enemies in melee combat and loot quality are reduced. Also, the spread of any weapon and food and water consumption are increased by [DECEA3]10%[-].\n\nThe indicator decreases at night and is restored during the day. If there are no enemies within a radius of 25 meters, you will be able to restore your stress resistance. Drinking any alcohol or candy, as well as killing zombies, increases this indicator. Also, being on a sleeping bag or bed SIGNIFICANTLY increases the amount of the indicator restored.","Окружающая вас атмосфера влияет на вашу психику. Вы испытываете легкий стресс.\nСнижена на [DECEA3]10%[-] урон по противникам в ближнем бою и качество лута. Также на [DECEA3]10%[-] увеличен разброс любого оружия и расходы еды и воды.\n\nНочью показатель снижается, а днем восстанавливается. Если в радиусе 25 метров нет противников, вы сможете восстановить вашу стрессоустойчивость. Употребление любого алкоголь или конфеты, а также убийство зомби, повышают этот показатель. Также нахождение на спальном мешке или кровати значительно увеличивает количество восстанавливаемого показателя."

buffStressModerateName,buffs,buff,,Moderate Stress, Умеренный стресс
buffStressModerateTooltip,buffs,buff,,You are feeling moderate Stress,Вы испытываете умеренный стресс
buffStressModerateIncDesc,buffs,Buff,,"You experience moderate stress.\n[DECEA3]25%[-] damage to enemies in melee combat and loot quality are reduced. Also, the spread of any weapon and food and water consumption are increased by [DECEA3]25%[-].\n\nThe indicator decreases at night and is restored during the day. If there are no enemies within a radius of 25 meters, you will be able to restore your stress resistance. Drinking any alcohol or candy, as well as killing zombies, increases this indicator. Also, being on a sleeping bag or bed SIGNIFICANTLY increases the amount of the indicator restored.","Вы испытываете умеренный стресс.\nСнижен на [DECEA3]25%[-] урон по противникам в ближнем бою и качество лута. Также на [DECEA3]25%[-] увеличен разброс любого оружия и расходы еды и воды.\n\nНочью показатель снижается, а днем восстанавливается. Если в радиусе 25 метров нет противников, вы сможете восстановить вашу стрессоустойчивость. Употребление любого алкоголь или конфеты, а также убийство зомби, повышают этот показатель. Также нахождение на спальном мешке или кровати значительно увеличивает количество восстанавливаемого показателя."

buffStressSevereName,buffs,buff,,Severe Stress, Сильный стресс
buffStressSevereTooltip,buffs,buff,,You are feeling severe Stress,Вы испытываете сильный стресс
buffStressSevereIncDesc,buffs,Buff,,"You are experiencing a panic attack and are under a lot of stress.\n[DECEA3]50%[-] damage to enemies in melee combat and loot quality are reduced. Also, the spread of any weapon and food and water consumption are increased by [DECEA3]50%[-].\n\nThe indicator decreases at night and is restored during the day. If there are no enemies within a radius of 25 meters, you will be able to restore your stress resistance. Drinking any alcohol or candy, as well as killing zombies, increases this indicator. Also, being on a sleeping bag or bed SIGNIFICANTLY increases the amount of the indicator restored.","Вы испытываете паническую атаку и у вас сильный стресс.\nСнижен на [DECEA3]50%[-] урон по противникам в ближнем бою и качество лута. Также на [DECEA3]50%[-] увеличен разброс любого оружия и расходы еды и воды.\n\nНочью показатель снижается, а днем восстанавливается. Если в радиусе 25 метров нет противников, вы сможете восстановить вашу стрессоустойчивость. Употребление любого алкоголь или конфеты, а также убийство зомби, повышают этот показатель. Также нахождение на спальном мешке или кровати значительно увеличивает количество восстанавливаемого показателя."

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_Game_Balance -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

modRoboticDroneMedicModDesc,item_modifiers,Mod,,Modify your drone into a robotic field medic that will automatically heal you as long as medical bandages or first aid kits are in its inventory.\n\n[FF6666]Attention! Modification is temporarily blocked to avoid duping items.[-]","Превращает ваш дрон в роботизированного полевого медика, который будет автоматически лечить вас при наличии в его инвентаре бинтов и аптечек.\n\n[FF6666]Внимание! Модификация временно заблокирована во избежание дублирования предметов.[-]"

perkIntellectMasteryRank3LongDesc,progression,perk Int,,"Adds a 25% chance to gain 2 skill points when reading magazines","25% к шансу получить 2 очка навыка при чтении журналов."

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_HUD -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

xuiLevel,UI,XUI,,LEVEL,УРОВЕНЬ
xuiDayNew,UI,XUI,,DAY,ДЕНЬ

<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- Z_Master_Skills -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->
<!-- *** xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx -->

lblCategoryBakery,UI,Tooltip,,MasterKitchenT1Bakery,Выпечка
lblCategoryElixirs,UI,Tooltip,,Elixirs,Эликсиры
lblCategoryComplexes,UI,Tooltip,,Complexes,Комплексы
lblCategoryBooster,UI,Tooltip,,Boosters,Бустеры
lblCategoryStimulants,UI,Tooltip,,Stimulants,Стимуляторы

alloysShapes:VariantHelper,blocks,Block,,Durable alloys shapes,Формы из прочных сплавов
resourceDurablAlloys,items,buildingResource,,Durable alloys,Прочные сплавы
resourceDurablAlloysDesc,items,buildingResource,,"Used to improve steel blocks\n\nSignificantly increases the block's strength reserve, as well as its resistance to explosions\n\n[DECEA3]Warning: Upgrade only available with the Improved Nailgun[-]","Используются для улучшения стальных блоков\n\nЗначительно увеличивают запас прочности блока, а также его сопротивление взрывам\n\n[DECEA3]Внимание! Улучшение доступно только с помощью Улучшенного Гвоздомета.[-]"
materialMAlloys_shapes,blocks,Block,,Durable alloys,Прочные сплавы
alloysBlockGroupDesc,blocks,Block,,"The most durable type of block. Significantly increased durability and resistance to explosions.","Самый прочный тип блоков. Значительно увеличена прочность и сопротивление взрывам."

UniqueParts,items,Resources,,[F0B18A]Unique[-] parts,[F0B18A]Уникальные[-] части
UniquePartsDesc,items,Resources,,"An extremely rare resource in the quarantine zone.\nUsed to create [F0B18A]unique weapons[-] with a random property","Крайне редкий ресурс в зоне карантина.\nИспользуется для создания [F0B18A]уникального оружия[-] со случайным свойством."
UniqueBuldogBundle,items,item,,[F0B18A]Unique[-] [FFB800]Bulldog[-],[F0B18A]Уникальный[-] [FFB800]»Бульдог«[-]
UniqueBuldogBundleDesc,items,item,,"Contains a unique Bulldog (tier 6) machine gun with a random property","Содержит уникальный пулемет «Бульдог» (тир 6) со случайным свойством."
UniqueEraserBundle,items,item,,[F0B18A]Unique[-] [FFB800]Eraser[-],[F0B18A]Уникальный[-] [FFB800]«Стиратель»[-]
UniqueEraserBundleDesc,items,item,,"Contains a unique automatic shotgun, the Eraser (tier 6), with a random property","Содержит уникальный автоматический дробовик «Стиратель» (тир 6) со случайным свойством."
UniqueGausBundle,items,item,,[F0B18A]Unique[-] [FFB800]Gaus[-],[F0B18A]Уникальный[-] [FFB800]«Гаус»[-]
UniqueGausBundleDesc,items,item,,"Contains a unique Gauss sniper rifle (tier 6) with a random property","Содержит уникальную снайперскую винтовку «Гаус» (тир 6) со случайным свойством."
UniqueZingerBundle,items,item,,[F0B18A]Unique[-] [FFB800]Zinger[-],[F0B18A]Уникальный[-] [FFB800]«Зингер»[-]
UniqueZingerBundleDesc,items,item,,"Contains a unique Zinger submachine gun (tier 6) with a random property","Содержит уникальный пистолет-пулемет «Зингер» (тир 6) со случайным свойством."

xuiAccessories,UI,XUI,,Accessories,Принадлежности
statWeaponHandling,ui_display,Item stat,,"Weapon Handling","Обращение с оружием"
statControlResist,ui_display,Item stat,,"Resistance (Stun, Shock)","Сопротивление (Стан, Шок)"
statCritResist,ui_display,Item stat,,"Critical Hit Resistance","Сопротивление кр. ранениям"
statFoodWaterUseAOE,ui_display,Item stat,,"Loss of food/water (Self and party)","Потеря еды/воды (Сам и группа)"
statCarryCapacityAOE,ui_display,Item stat,,"Carrying Capacity (Self and party)","Грузоподъемность (Сам и группа)"
statRegHealthIncreaseSpeedAOE,ui_display,Item stat,,"Regen Health Speed (Self and party)","Скорость лечения (Сам и группа)"
statLootQuantityFood,ui_display,Item stat,,"Food and medicine in loot (Self and party)","Еда и медицина в луте (Сам и группа)"
statRunSpeedAOE,ui_display,Item stat,,"Run speed (Self and party)","Скорость бега (Сам и группа)"
statEliteDamage,ui_display,Item stat,,"Damage Bonus (Elite, Minions)","Бонус к урону (Элита, Миньены)"
statBossDamage,ui_display,Item stat,,"Damage Bonus (Bosses)","Бонус к урону (Боссы)"
statDegradationPerUseDU,ui_display,Item stat,,"Degradation per Use","Поломка при использовании"
statDamageTrap,ui_display,Item stat,,"Trap damage","Урон ловушки"
statPlayerExpGainHarvesting,ui_display,Item stat,,"XP Gain, Harvesting","Получаемый опыт / Сбор урожая"
statTempResist,ui_display,Item stat,,"Temperature resistance","Сопротивление температурам"

resourceSpices,items,item,,Spices,Специи
resourceSpicesDesc,items,item,,"With these herbs any food will be much tastier. Used to create complex lunches.","C этими травами любая еда будет намного вкуснее. Используются для создания комплексных обедов."

LunchIntelligenceT1,items,item,,[5AFF75]Small[-] Lunch «Perception of the World»,[5AFF75]Малый[-] Обед «Восприятие мира»
LunchIntelligenceT1Desc,items,item,,"A small set meal that greatly improves your perception of the world around you.\n\nBONUSES WHEN CONSUMED:\n- Bonus to stamina [DECEA3]20[-]\n- Bonus to the level of the attribute «Perception» [DECEA3]+1[-]\n- Bonus to loot speed [DECEA3]10%[-]\n- Bonus to loot quality [DECEA3]5[-]\n- Bonus to damage of sniper rifles and explosives [DECEA3]+5%[-]\n- Bonus to damage of spear [DECEA3]+10%[-]\n\nHalf of the food and water supply is restored instantly.","Малый комплексный обед, который значительно улучшает ваше восприятие окружающего мира.\n\nБОНУСЫ ПРИ УПОТРЕБЛЕНИИ:\n- Бонус к запасу выносливости [DECEA3]20[-]\n- Бонус к уровню атрибута «Восприятие» [DECEA3]+1[-]\n- Бонус к скорости лута [DECEA3]10%[-]\n- Бонус к качеству лута [DECEA3]5[-]\n- Бонус к урону снайперских винтовок и взрывчатки [DECEA3]+5%[-]\n- Бонус к урону копья [DECEA3]+10%[-]\n\nПоловина запаса еды и воды восстанавливается мгновенно."
